,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Feature
10369,-4164.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_02
10370,-20931.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10371,-23837.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10372,-10442.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10373,-9569.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10374,-3901.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10375,-5275.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10376,-3286.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10377,-7413.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10378,-18179.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10379,-17204.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10380,-12661.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10381,-3134.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10382,-14577.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10383,-12541.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10384,-9119.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10385,-11847.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10386,-6566.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10387,-19392.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10388,-3341.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10389,-18138.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10390,-24556.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10391,-20706.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10392,-10711.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10393,-4616.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10394,-7916.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10395,-2450.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10396,-6882.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10397,-24369.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10398,-9485.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10399,-4941.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10400,-3610.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10401,-8537.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10402,-5195.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10403,-29050.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10404,-5860.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10405,-17440.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10406,-7922.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10407,-20820.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10408,-2734.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10409,-3910.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10410,-4794.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10411,-16657.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10412,-4905.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10413,-4498.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10414,-6545.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10415,-7173.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10416,-5534.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10417,-26215.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10418,-6489.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10419,-9631.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10420,-7857.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10421,-9295.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10422,-4340.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10423,-9525.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10424,-12405.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10425,-30749.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10426,-2950.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10427,-13917.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10428,-8075.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10429,-1276.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10430,-8189.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10431,-5687.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10432,-1074.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10433,-5250.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10434,-3578.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10435,-5763.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10436,-11188.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10437,-5656.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10438,-8883.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10439,-5682.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10440,-5297.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10441,-23323.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10442,-3335.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10443,-5634.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10444,-2421.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10445,-3321.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10446,-6946.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10447,-7548.0,1,7.173601147776183e-05,0,1,0.0,0.0,0.0,0.0,TRD_B_02
10448,-3312.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10449,-17451.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10450,-9650.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10451,-5401.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10452,-6670.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10453,-6265.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10454,-18907.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10455,-10376.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10456,-3034.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10457,-5915.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10458,-39634.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10459,-15625.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10460,-22706.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10461,-9013.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10462,-6840.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10463,-9835.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10464,-5085.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10465,-10138.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10466,-18242.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10467,-6897.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10468,-10993.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10469,-5100.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10470,-1198.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10471,-45852.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10472,-6139.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10473,-6758.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10474,-3256.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10475,-15816.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10476,-14807.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10477,-7139.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10478,-2034.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10479,-3839.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10480,-5216.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10481,-48288.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10482,-24241.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10483,-40237.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10484,-1045.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10485,-8131.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10486,-32104.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10487,-5284.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10488,-4316.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10489,-6323.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10490,-5347.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10491,-11233.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10492,-11998.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10493,-6900.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10494,-4178.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10495,-1067.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10496,-8002.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10497,-12868.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10498,-1729.0,1,7.173601147776183e-05,0,1,0.0,0.0,0.0,0.0,TRD_B_02
10499,-2808.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10500,-6376.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10501,-3497.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10502,-4568.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10503,-9361.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10504,-13175.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10505,-8595.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10506,-3976.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10507,-7001.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10508,-1196.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10509,-3630.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10510,-2477.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10511,-9126.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10512,-6350.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10513,-9323.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10514,-2098.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10515,-10956.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10516,-13722.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10517,-8185.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10518,-4289.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10519,-2718.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10520,-10453.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10521,-13136.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10522,-24602.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10523,-5728.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10524,-9332.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10525,-7261.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10526,-7595.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10527,-8646.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10528,-8259.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10529,-10014.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10530,-9190.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10531,-19804.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10532,-5900.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10533,-7573.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10534,-4810.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10535,-5679.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10536,-12165.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10537,-8052.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10538,-7039.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10539,-3452.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10540,-4483.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10541,-44069.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10542,-35482.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10543,-6327.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10544,-11524.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10545,-2466.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10546,-25391.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10547,-8381.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10548,-3672.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10549,-7697.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10550,-7454.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10551,-7616.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10552,-6826.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10553,-6270.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10554,-10565.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10555,-7156.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10556,-6664.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10557,-14870.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10558,-6966.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10559,-13644.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10560,-4909.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10561,-10983.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10562,-18095.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10563,-6800.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10564,-2038.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10565,-7640.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10566,-3720.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10567,-5544.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10568,-10034.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10569,-4928.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10570,-2847.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10571,-17278.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10572,-2306.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10573,-7441.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10574,-19068.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10575,-5916.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10576,-8261.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10577,-4356.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10578,-22832.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10579,-11809.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10580,-9153.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10581,-8847.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10582,-9448.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10583,-3891.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10584,-7362.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10585,-17620.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10586,-10406.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10587,-4695.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10588,-5272.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10589,-1791.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10590,-1774.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10591,-1860.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10592,-19911.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10593,-6813.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10594,-7195.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10595,-24039.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10596,-15113.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10597,-16315.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10598,-33851.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10599,-4300.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10600,-5657.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10601,-936.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10602,-5376.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10603,-3618.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10604,-16628.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10605,-7975.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10606,-18304.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10607,-12580.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10608,-4680.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10609,-18178.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10610,-3691.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10611,-13461.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10612,-13758.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10613,-16972.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10614,-41476.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10615,-4836.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10616,-5479.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10617,-8462.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10618,-4948.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10619,-16880.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10620,-7729.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10621,-30359.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10622,-4613.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10623,-5257.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10624,-5948.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10625,-3751.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10626,-7854.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10627,-3996.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10628,-9996.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10629,-11592.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10630,-16747.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10631,-14741.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10632,-6728.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10633,-8634.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10634,-9413.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10635,-4214.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10636,-5149.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10637,-5673.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10638,-2674.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_02
10639,-3518.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_02
10640,-38567.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10641,-13882.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10642,-9170.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10643,-7771.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10644,-4682.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10645,-12102.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10646,-14306.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10647,-1779.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10648,-13721.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10649,-2083.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10650,-2823.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10651,-7177.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10652,-4711.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10653,-5700.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10654,-5526.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10655,-7304.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10656,-5524.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10657,-5639.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10658,-11125.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10659,-7625.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10660,-17465.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10661,-4719.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10662,-10110.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10663,-5771.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10664,-7539.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10665,-20170.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10666,-3638.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10667,-5560.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10668,-34311.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10669,-14877.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10670,-7823.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10671,-9328.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10672,-5990.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10673,-46435.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10674,-9899.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10675,-5034.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10676,-6905.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10677,-7269.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10678,-10730.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10679,-7691.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
