,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Feature
195,-95.0,43,0.003084648493543759,43,0,0.0,0.0,0.0,0.0,TRD_B_20
196,-100.0,848,0.060832137733142035,838,10,0.01179245283018868,0.9834296886221034,0.03818742329229928,0.004589917414495829,TRD_B_20
197,-27.0,36,0.002582496413199426,36,0,0.0,0.0,0.0,0.0,TRD_B_20
198,-999996.0,1536,0.11018651362984218,1474,62,0.040364583333333336,-0.27640263116174335,0.009601968849725999,0.0011964399373883515,TRD_B_20
199,-999997.0,398,0.02855093256814921,338,60,0.1507537688442211,-1.7163019856050152,0.19598586260930828,0.021874534411885617,TRD_B_20
200,-999998.0,1904,0.13658536585365855,1747,157,0.08245798319327731,-1.035593814080185,0.2433106418413974,0.02912370575491112,TRD_B_20
201,-66.0,37,0.002654232424677188,37,0,0.0,0.0,0.0,0.0,TRD_B_20
202,-87.0,32,0.0022955523672883787,31,1,0.03125,-0.0110161143807872,2.8002040546595936e-07,3.500237369583472e-08,TRD_B_20
203,-33.0,43,0.003084648493543759,41,2,0.046511627906976744,-0.4245784327215709,0.000681600186220877,8.456578874578655e-05,TRD_B_20
204,-39.0,30,0.002152080344332855,30,0,0.0,0.0,0.0,0.0,TRD_B_20
205,-999999.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_B_20
206,-82.0,33,0.002367288378766141,33,0,0.0,0.0,0.0,0.0,TRD_B_20
207,-69.0,36,0.002582496413199426,36,0,0.0,0.0,0.0,0.0,TRD_B_20
208,-62.0,34,0.0024390243902439024,34,0,0.0,0.0,0.0,0.0,TRD_B_20
209,-54.0,37,0.002654232424677188,36,1,0.02702702702702703,0.13851561959017644,4.7746951635660335e-05,5.963602169986303e-06,TRD_B_20
210,-67.0,38,0.00272596843615495,36,2,0.05263157894736842,-0.554631560969769,0.0010956641974482044,0.00013522915003983017,TRD_B_20
211,-97.0,33,0.002367288378766141,32,1,0.030303030303030304,0.02073258393379307,1.0077188814509443e-06,1.2596260419901422e-07,TRD_B_20
212,-70.0,49,0.00351506456241033,49,0,0.0,0.0,0.0,0.0,TRD_B_20
213,-76.0,42,0.0030129124820659973,42,0,0.0,0.0,0.0,0.0,TRD_B_20
214,-6.0,31,0.002223816355810617,31,0,0.0,0.0,0.0,0.0,TRD_B_20
215,-9.0,40,0.0028694404591104736,37,3,0.075,-0.9326976948898187,0.003937515805891671,0.00047509071699529577,TRD_B_20
216,-35.0,44,0.0031563845050215206,43,1,0.022727272727272728,0.3161967968276289,0.000272839110484221,3.396351939739388e-05,TRD_B_20
217,-1.0,37,0.002654232424677188,36,1,0.02702702702702703,0.13851561959017644,4.7746951635660335e-05,5.963602169986303e-06,TRD_B_20
218,-79.0,34,0.0024390243902439024,34,0,0.0,0.0,0.0,0.0,TRD_B_20
219,-29.0,40,0.0028694404591104736,40,0,0.0,0.0,0.0,0.0,TRD_B_20
220,-7.0,35,0.002510760401721664,35,0,0.0,0.0,0.0,0.0,TRD_B_20
221,-24.0,34,0.0024390243902439024,33,1,0.029411764705882353,0.05150424260054676,6.3159799828885145e-06,7.894102473600348e-07,TRD_B_20
222,-78.0,43,0.003084648493543759,42,1,0.023255813953488372,0.29266629941743494,0.00023087063092668456,2.8756273713472576e-05,TRD_B_20
223,-30.0,40,0.0028694404591104736,38,2,0.05,-0.5005643396994932,0.0009147471462099264,0.00011316438400101774,TRD_B_20
224,-22.0,39,0.0027977044476327115,39,0,0.0,0.0,0.0,0.0,TRD_B_20
225,-23.0,39,0.0027977044476327115,39,0,0.0,0.0,0.0,0.0,TRD_B_20
226,-47.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
227,-99.0,57,0.004088952654232425,57,0,0.0,0.0,0.0,0.0,TRD_B_20
228,-53.0,33,0.002367288378766141,33,0,0.0,0.0,0.0,0.0,TRD_B_20
229,-55.0,29,0.0020803443328550933,29,0,0.0,0.0,0.0,0.0,TRD_B_20
230,-73.0,39,0.0027977044476327115,39,0,0.0,0.0,0.0,0.0,TRD_B_20
231,-13.0,43,0.003084648493543759,42,1,0.023255813953488372,0.29266629941743494,0.00023087063092668456,2.8756273713472576e-05,TRD_B_20
232,-37.0,29,0.0020803443328550933,28,1,0.034482758620689655,-0.11279880869072967,2.791695341772515e-05,3.4877703359299485e-06,TRD_B_20
233,-58.0,32,0.0022955523672883787,31,1,0.03125,-0.0110161143807872,2.8002040546595936e-07,3.500237369583472e-08,TRD_B_20
234,-60.0,43,0.003084648493543759,43,0,0.0,0.0,0.0,0.0,TRD_B_20
235,-57.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
236,-65.0,35,0.002510760401721664,33,2,0.05714285714285714,-0.6416429379593986,0.001410045857748268,0.0001732930708467417,TRD_B_20
237,-96.0,45,0.0032281205164992827,45,0,0.0,0.0,0.0,0.0,TRD_B_20
238,-41.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
239,-38.0,39,0.0027977044476327115,38,1,0.02564102564102564,0.1925828408604522,9.489594724572856e-05,1.1843696522871879e-05,TRD_B_20
240,-91.0,44,0.0031563845050215206,44,0,0.0,0.0,0.0,0.0,TRD_B_20
241,-12.0,36,0.002582496413199426,36,0,0.0,0.0,0.0,0.0,TRD_B_20
242,-59.0,41,0.0029411764705882353,40,1,0.024390243902439025,0.24387613524800278,0.00015627664578521917,1.9486314629212314e-05,TRD_B_20
243,-86.0,40,0.0028694404591104736,40,0,0.0,0.0,0.0,0.0,TRD_B_20
244,-15.0,38,0.00272596843615495,38,0,0.0,0.0,0.0,0.0,TRD_B_20
245,-90.0,46,0.0032998565279770443,46,0,0.0,0.0,0.0,0.0,TRD_B_20
246,-34.0,48,0.003443328550932568,48,0,0.0,0.0,0.0,0.0,TRD_B_20
247,-94.0,56,0.0040172166427546625,55,1,0.017857142857142856,0.5623298663665377,0.0009847375647434172,0.00012149559523816648,TRD_B_20
248,-63.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
249,-49.0,41,0.0029411764705882353,40,1,0.024390243902439025,0.24387613524800278,0.00015627664578521917,1.9486314629212314e-05,TRD_B_20
250,-45.0,38,0.00272596843615495,38,0,0.0,0.0,0.0,0.0,TRD_B_20
251,-4.0,30,0.002152080344332855,30,0,0.0,0.0,0.0,0.0,TRD_B_20
252,-10.0,22,0.0015781922525107603,21,1,0.045454545454545456,-0.40048088114251046,0.00030663475670912377,3.807523745542009e-05,TRD_B_20
253,-61.0,40,0.0028694404591104736,39,1,0.025,0.21855832726371283,0.00012387418956585493,1.545352841499293e-05,TRD_B_20
254,-2.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
255,-17.0,29,0.0020803443328550933,29,0,0.0,0.0,0.0,0.0,TRD_B_20
256,-16.0,36,0.002582496413199426,36,0,0.0,0.0,0.0,0.0,TRD_B_20
257,-48.0,42,0.0030129124820659973,42,0,0.0,0.0,0.0,0.0,TRD_B_20
258,-64.0,36,0.002582496413199426,36,0,0.0,0.0,0.0,0.0,TRD_B_20
259,-93.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
260,-5.0,31,0.002223816355810617,31,0,0.0,0.0,0.0,0.0,TRD_B_20
261,-26.0,41,0.0029411764705882353,40,1,0.024390243902439025,0.24387613524800278,0.00015627664578521917,1.9486314629212314e-05,TRD_B_20
262,-3.0,46,0.0032998565279770443,46,0,0.0,0.0,0.0,0.0,TRD_B_20
263,-11.0,41,0.0029411764705882353,40,1,0.024390243902439025,0.24387613524800278,0.00015627664578521917,1.9486314629212314e-05,TRD_B_20
264,-42.0,40,0.0028694404591104736,40,0,0.0,0.0,0.0,0.0,TRD_B_20
265,-36.0,54,0.0038737446197991392,53,1,0.018518518518518517,0.5252885946861885,0.0008421031579704585,0.00010406914041111902,TRD_B_20
266,-32.0,50,0.003586800573888092,49,1,0.02,0.446816979244693,0.0005840013527206173,7.239891059833057e-05,TRD_B_20
267,-68.0,27,0.0019368723098995696,25,2,0.07407407407407407,-0.9192746745576779,0.0025645493944726656,0.0003097374654199796,TRD_B_20
268,-88.0,31,0.002223816355810617,31,0,0.0,0.0,0.0,0.0,TRD_B_20
269,-81.0,39,0.0027977044476327115,39,0,0.0,0.0,0.0,0.0,TRD_B_20
270,-80.0,38,0.00272596843615495,38,0,0.0,0.0,0.0,0.0,TRD_B_20
271,-50.0,37,0.002654232424677188,37,0,0.0,0.0,0.0,0.0,TRD_B_20
272,-92.0,33,0.002367288378766141,33,0,0.0,0.0,0.0,0.0,TRD_B_20
273,-71.0,37,0.002654232424677188,37,0,0.0,0.0,0.0,0.0,TRD_B_20
274,-44.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
275,-84.0,38,0.00272596843615495,37,1,0.02631578947368421,0.16591459377829088,6.947328224965662e-05,8.674213364549802e-06,TRD_B_20
276,-46.0,38,0.00272596843615495,38,0,0.0,0.0,0.0,0.0,TRD_B_20
277,-31.0,37,0.002654232424677188,37,0,0.0,0.0,0.0,0.0,TRD_B_20
278,-18.0,30,0.002152080344332855,29,1,0.03333333333333333,-0.07770748887945933,1.3479810188971555e-05,1.6845524577686254e-06,TRD_B_20
279,-75.0,39,0.0027977044476327115,37,2,0.05128205128205128,-0.5272325867816545,0.0010025097933782211,0.0001238821854604163,TRD_B_20
280,-85.0,25,0.001793400286944046,25,0,0.0,0.0,0.0,0.0,TRD_B_20
281,-25.0,30,0.002152080344332855,30,0,0.0,0.0,0.0,0.0,TRD_B_20
282,-56.0,29,0.0020803443328550933,28,1,0.034482758620689655,-0.11279880869072967,2.791695341772515e-05,3.4877703359299485e-06,TRD_B_20
283,-19.0,37,0.002654232424677188,37,0,0.0,0.0,0.0,0.0,TRD_B_20
284,-43.0,22,0.0015781922525107603,22,0,0.0,0.0,0.0,0.0,TRD_B_20
285,-77.0,31,0.002223816355810617,31,0,0.0,0.0,0.0,0.0,TRD_B_20
286,-28.0,34,0.0024390243902439024,34,0,0.0,0.0,0.0,0.0,TRD_B_20
287,-89.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
288,-98.0,40,0.0028694404591104736,40,0,0.0,0.0,0.0,0.0,TRD_B_20
289,-20.0,41,0.0029411764705882353,39,2,0.04878048780487805,-0.47458885329623257,0.0008321474097274046,0.00010305309943601783,TRD_B_20
290,-72.0,24,0.001721664275466284,24,0,0.0,0.0,0.0,0.0,TRD_B_20
291,-83.0,37,0.002654232424677188,36,1,0.02702702702702703,0.13851561959017644,4.7746951635660335e-05,5.963602169986303e-06,TRD_B_20
292,-52.0,39,0.0027977044476327115,39,0,0.0,0.0,0.0,0.0,TRD_B_20
293,-8.0,44,0.0031563845050215206,42,2,0.045454545454545456,-0.40048088114251046,0.0006132695134182475,7.615047491084018e-05,TRD_B_20
294,-51.0,33,0.002367288378766141,33,0,0.0,0.0,0.0,0.0,TRD_B_20
295,-21.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_B_20
296,-14.0,33,0.002367288378766141,33,0,0.0,0.0,0.0,0.0,TRD_B_20
297,-40.0,37,0.002654232424677188,36,1,0.02702702702702703,0.13851561959017644,4.7746951635660335e-05,5.963602169986303e-06,TRD_B_20
298,-74.0,30,0.002152080344332855,30,0,0.0,0.0,0.0,0.0,TRD_B_20
299,"(-1.0, 88.50)",3974,0.28507890961262555,3933,41,0.01031706089582285,1.1185823868615685,0.21925515727081868,0.02606185711691926,SP_B2_18
300,"[88.50, 226.50)",3335,0.2392395982783357,3285,50,0.014992503748125937,0.7400956066246316,0.09411199197283063,0.011502658332550937,SP_B2_18
301,"[226.50, 9998.50)",5889,0.42245337159253943,5638,251,0.04262183732382408,-0.3331715863236595,0.05497837393952401,0.006840686794859038,SP_B2_18
302,"[9998.50, inf)",701,0.050286944045911046,612,89,0.12696148359486448,-1.5169074060857473,0.2445154447909094,0.027934528764266064,SP_B2_18
303,-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,SP_B2_18
304,"(-1.0, 4.50)",1736,0.12453371592539454,1669,67,0.03859447004608295,-0.22971601459506452,0.007329128820923128,0.0009141320582748101,TRD_B_22
305,"[4.50, 38.50)",1713,0.12288378766140602,1661,52,0.030356100408639813,0.01892807216593395,4.363706187510838e-05,5.454551309108831e-06,TRD_B_22
306,"[38.50, 193.50)",2330,0.16714490674318508,2279,51,0.02188841201716738,0.35466307765542515,0.017865400731481004,0.0022215439631731553,TRD_B_22
307,"[193.50, inf)",1181,0.08472022955523673,1156,25,0.021168501270110076,0.38884190549818864,0.010719570658904162,0.0013315680855220877,TRD_B_22
308,-59.0,27,0.0019368723098995696,24,3,0.1111111111111111,-1.3655617771860977,0.007079022358525266,0.0008219569335297617,TRD_B_22
309,-24.0,48,0.003443328550932568,47,1,0.020833333333333332,0.40514428284412496,0.00046955267265015837,5.8295926660629886e-05,TRD_B_22
310,-999997.0,398,0.02855093256814921,338,60,0.1507537688442211,-1.7163019856050152,0.19598586260930828,0.021874534411885617,TRD_B_22
311,-999998.0,894,0.06413199426111908,808,86,0.09619686800894854,-1.2047885565983458,0.16833785902553336,0.019855341650236984,TRD_B_22
312,-11.0,55,0.003945480631276901,53,2,0.03636363636363636,-0.1678585858737569,0.00012036481926424503,1.5027963402094351e-05,TRD_B_22
313,-82.0,18,0.001291248206599713,18,0,0.0,0.0,0.0,0.0,TRD_B_22
314,-421.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
315,-999999.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_B_22
316,-493.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_22
317,-36.0,37,0.002654232424677188,37,0,0.0,0.0,0.0,0.0,TRD_B_22
318,-1.0,151,0.010832137733142037,144,7,0.046357615894039736,-0.4211001683452462,0.002350471237109806,0.000291657147142149,TRD_B_22
319,-71.0,21,0.0015064562410329987,21,0,0.0,0.0,0.0,0.0,TRD_B_22
320,-13.0,54,0.0038737446197991392,53,1,0.018518518518518517,0.5252885946861885,0.0008421031579704585,0.00010406914041111902,TRD_B_22
321,-56.0,21,0.0015064562410329987,21,0,0.0,0.0,0.0,0.0,TRD_B_22
322,-25.0,38,0.00272596843615495,38,0,0.0,0.0,0.0,0.0,TRD_B_22
323,-5.0,82,0.0058823529411764705,78,4,0.04878048780487805,-0.47458885329623257,0.001664294819454809,0.00020610619887203566,TRD_B_22
324,-44.0,28,0.0020086083213773313,28,0,0.0,0.0,0.0,0.0,TRD_B_22
325,-229.0,8,0.0005738880918220947,8,0,0.0,0.0,0.0,0.0,TRD_B_22
326,-207.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_22
327,-17.0,44,0.0031563845050215206,43,1,0.022727272727272728,0.3161967968276289,0.000272839110484221,3.396351939739388e-05,TRD_B_22
328,-8.0,54,0.0038737446197991392,52,2,0.037037037037037035,-0.18690678084445134,0.00014785925694111345,1.8455551225969287e-05,TRD_B_22
329,-31.0,28,0.0020086083213773313,28,0,0.0,0.0,0.0,0.0,TRD_B_22
330,-804.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
331,-838.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
332,-37.0,27,0.0019368723098995696,27,0,0.0,0.0,0.0,0.0,TRD_B_22
333,-387.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_22
334,-350.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_22
335,-12.0,49,0.00351506456241033,47,2,0.04081632653061224,-0.28800289771582,0.000334431611452408,4.166007060708149e-05,TRD_B_22
336,-4.0,84,0.006025824964131995,81,3,0.03571428571428571,-0.14916645286160435,0.0001438791255723427,1.7968235259757193e-05,TRD_B_22
337,-94.0,16,0.0011477761836441894,16,0,0.0,0.0,0.0,0.0,TRD_B_22
338,-10.0,62,0.004447632711621234,61,1,0.016129032258064516,0.6658705453073779,0.001461800633404129,0.00017942246264875144,TRD_B_22
339,-52.0,13,0.0009325681492109039,13,0,0.0,0.0,0.0,0.0,TRD_B_22
340,-392.0,4,0.00028694404591104734,4,0,0.0,0.0,0.0,0.0,TRD_B_22
341,-235.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_22
342,-49.0,23,0.0016499282639885222,23,0,0.0,0.0,0.0,0.0,TRD_B_22
343,-120.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_22
344,-294.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_22
345,-43.0,38,0.00272596843615495,38,0,0.0,0.0,0.0,0.0,TRD_B_22
346,-60.0,28,0.0020086083213773313,28,0,0.0,0.0,0.0,0.0,TRD_B_22
347,-68.0,15,0.0010760401721664275,15,0,0.0,0.0,0.0,0.0,TRD_B_22
348,-18.0,34,0.0024390243902439024,34,0,0.0,0.0,0.0,0.0,TRD_B_22
349,-65.0,21,0.0015064562410329987,21,0,0.0,0.0,0.0,0.0,TRD_B_22
350,-6.0,80,0.005738880918220947,79,1,0.0125,0.924444533601088,0.003261225475044882,0.00039373058450934816,TRD_B_22
351,-73.0,23,0.0016499282639885222,23,0,0.0,0.0,0.0,0.0,TRD_B_22
352,-260.0,5,0.0003586800573888092,5,0,0.0,0.0,0.0,0.0,TRD_B_22
353,-105.0,5,0.0003586800573888092,5,0,0.0,0.0,0.0,0.0,TRD_B_22
354,-455.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_22
355,-26.0,42,0.0030129124820659973,41,1,0.023809523809523808,0.2685687478383745,0.00019198048229139908,2.3925697549983946e-05,TRD_B_22
356,-41.0,38,0.00272596843615495,38,0,0.0,0.0,0.0,0.0,TRD_B_22
357,-30.0,29,0.0020803443328550933,29,0,0.0,0.0,0.0,0.0,TRD_B_22
358,-190.0,8,0.0005738880918220947,8,0,0.0,0.0,0.0,0.0,TRD_B_22
359,-182.0,7,0.0005021520803443328,7,0,0.0,0.0,0.0,0.0,TRD_B_22
360,-174.0,10,0.0007173601147776184,9,1,0.1,-1.247778741529714,0.0020637799911223825,0.00024244022424181014,TRD_B_22
361,-67.0,17,0.0012195121951219512,17,0,0.0,0.0,0.0,0.0,TRD_B_22
362,-283.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_22
363,-3917.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
364,-332.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
365,-75.0,17,0.0012195121951219512,17,0,0.0,0.0,0.0,0.0,TRD_B_22
366,-111.0,22,0.0015781922525107603,21,1,0.045454545454545456,-0.40048088114251046,0.00030663475670912377,3.807523745542009e-05,TRD_B_22
367,-319.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_22
368,-34.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_22
369,-116.0,15,0.0010760401721664275,14,1,0.06666666666666667,-0.8059459892506751,0.0010347052759102067,0.00012594755707384648,TRD_B_22
370,-88.0,12,0.000860832137733142,12,0,0.0,0.0,0.0,0.0,TRD_B_22
371,-7.0,51,0.003658536585365854,47,4,0.0784313725490196,-0.9811500782757654,0.005692221082495159,0.0006842944283932749,TRD_B_22
372,-125.0,12,0.000860832137733142,12,0,0.0,0.0,0.0,0.0,TRD_B_22
373,-627.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_22
374,-160.0,5,0.0003586800573888092,5,0,0.0,0.0,0.0,0.0,TRD_B_22
375,-157.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_22
376,-3.0,96,0.006886657101865136,94,2,0.020833333333333332,0.40514428284412496,0.0009391053453003167,0.00011659185332125977,TRD_B_22
377,-165.0,4,0.00028694404591104734,4,0,0.0,0.0,0.0,0.0,TRD_B_22
378,-74.0,19,0.001362984218077475,18,1,0.05263157894736842,-0.554631560969769,0.0005478320987241022,6.761457501991509e-05,TRD_B_22
379,-234.0,4,0.00028694404591104734,4,0,0.0,0.0,0.0,0.0,TRD_B_22
380,-84.0,17,0.0012195121951219512,17,0,0.0,0.0,0.0,0.0,TRD_B_22
381,-137.0,9,0.0006456241032998565,9,0,0.0,0.0,0.0,0.0,TRD_B_22
382,-348.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_22
383,-211.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_22
384,-69.0,24,0.001721664275466284,24,0,0.0,0.0,0.0,0.0,TRD_B_22
385,-27.0,40,0.0028694404591104736,39,1,0.025,0.21855832726371283,0.00012387418956585493,1.545352841499293e-05,TRD_B_22
386,-39.0,27,0.0019368723098995696,27,0,0.0,0.0,0.0,0.0,TRD_B_22
387,-155.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_22
388,-112.0,13,0.0009325681492109039,13,0,0.0,0.0,0.0,0.0,TRD_B_22
389,-40.0,31,0.002223816355810617,31,0,0.0,0.0,0.0,0.0,TRD_B_22
390,-20.0,43,0.003084648493543759,42,1,0.023255813953488372,0.29266629941743494,0.00023087063092668456,2.8756273713472576e-05,TRD_B_22
391,-2.0,112,0.008034433285509325,107,5,0.044642857142857144,-0.38161239683812775,0.0014044414558803885,0.00017449763868118446,TRD_B_22
392,-316.0,5,0.0003586800573888092,5,0,0.0,0.0,0.0,0.0,TRD_B_22
393,-1664.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
394,-87.0,15,0.0010760401721664275,15,0,0.0,0.0,0.0,0.0,TRD_B_22
395,-79.0,23,0.0016499282639885222,22,1,0.043478260869565216,-0.3539608655076174,0.0002448140880899674,3.044300332628061e-05,TRD_B_22
396,-102.0,17,0.0012195121951219512,17,0,0.0,0.0,0.0,0.0,TRD_B_22
397,-175.0,8,0.0005738880918220947,8,0,0.0,0.0,0.0,0.0,TRD_B_22
398,-28.0,42,0.0030129124820659973,42,0,0.0,0.0,0.0,0.0,TRD_B_22
399,-76.0,16,0.0011477761836441894,16,0,0.0,0.0,0.0,0.0,TRD_B_22
400,-38.0,36,0.002582496413199426,35,1,0.027777777777777776,0.11034474262348004,2.9868085601195812e-05,3.7316177239877607e-06,TRD_B_22
401,-9.0,66,0.004734576757532282,64,2,0.030303030303030304,0.02073258393379307,2.0154377629018887e-06,2.5192520839802845e-07,TRD_B_22
402,-35.0,39,0.0027977044476327115,37,2,0.05128205128205128,-0.5272325867816545,0.0010025097933782211,0.0001238821854604163,TRD_B_22
403,-93.0,12,0.000860832137733142,12,0,0.0,0.0,0.0,0.0,TRD_B_22
404,-783.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
405,-127.0,9,0.0006456241032998565,9,0,0.0,0.0,0.0,0.0,TRD_B_22
406,-406.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_22
407,-264.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_22
408,-271.0,4,0.00028694404591104734,4,0,0.0,0.0,0.0,0.0,TRD_B_22
409,-15.0,48,0.003443328550932568,46,2,0.041666666666666664,-0.3095091029367838,0.0003823161405881254,4.759967494190993e-05,TRD_B_22
410,-51.0,24,0.001721664275466284,22,2,0.08333333333333333,-1.0471080460675628,0.0031537085950331958,0.00037713681307335607,TRD_B_22
411,-214.0,10,0.0007173601147776184,10,0,0.0,0.0,0.0,0.0,TRD_B_22
412,-47.0,30,0.002152080344332855,29,1,0.03333333333333333,-0.07770748887945933,1.3479810188971555e-05,1.6845524577686254e-06,TRD_B_22
413,-205.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_22
414,-158.0,5,0.0003586800573888092,5,0,0.0,0.0,0.0,0.0,TRD_B_22
415,-95.0,17,0.0012195121951219512,17,0,0.0,0.0,0.0,0.0,TRD_B_22
416,-121.0,10,0.0007173601147776184,10,0,0.0,0.0,0.0,0.0,TRD_B_22
417,-177.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_22
418,-521.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
419,-16.0,46,0.0032998565279770443,45,1,0.021739130434782608,0.36165917090438615,0.0003656110122586005,4.545392660682248e-05,TRD_B_22
420,-570.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_22
421,-255.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_22
422,-2758.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_22
423,-718.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_22
